Time,Day,Weather,Vehicle_Count,Speed,Traffic_Level
11:00,Wednesday,Sunny,90,64,Low
10:00,Tuesday,Sunny,74,74,Low
15:00,Saturday,Sunny,288,36,High
18:00,Thursday,Rainy,299,72,High
22:00,Sunday,Cloudy,127,47,Medium
16:00,Sunday,Sunny,52,41,Low
19:00,Sunday,Rainy,198,42,Medium
20:00,Friday,Sunny,169,10,High
06:00,Monday,Cloudy,54,61,Low
08:00,Monday,Rainy,212,37,Medium
20:00,Thursday,Sunny,20,56,Low
19:00,Tuesday,Cloudy,199,74,Medium
09:00,Tuesday,Cloudy,74,10,High
13:00,Tuesday,Rainy,123,71,Medium
19:00,Tuesday,Cloudy,60,43,Low
17:00,Sunday,Rainy,102,64,Low
21:00,Tuesday,Sunny,106,76,Low
10:00,Sunday,Rainy,202,60,Medium
12:00,Wednesday,Rainy,162,54,Medium
19:00,Friday,Rainy,204,18,High
08:00,Thursday,Cloudy,29,66,Low
10:00,Wednesday,Cloudy,270,42,High
11:00,Sunday,Rainy,187,59,Medium
09:00,Friday,Rainy,275,45,High
10:00,Wednesday,Rainy,22,11,High
21:00,Friday,Sunny,125,42,Medium
08:00,Wednesday,Rainy,224,49,High
10:00,Friday,Sunny,37,31,Medium
14:00,Friday,Sunny,96,75,Low
14:00,Friday,Sunny,111,25,Medium
16:00,Tuesday,Cloudy,246,32,High
12:00,Saturday,Rainy,278,16,High
22:00,Sunday,Sunny,23,46,Low
15:00,Friday,Cloudy,159,26,Medium
08:00,Sunday,Rainy,251,50,High
11:00,Friday,Rainy,151,64,Medium
20:00,Thursday,Rainy,252,48,High
16:00,Thursday,Rainy,55,31,Medium
12:00,Wednesday,Rainy,164,33,Medium
16:00,Thursday,Cloudy,57,69,Low
12:00,Saturday,Sunny,121,47,Medium
10:00,Saturday,Cloudy,66,34,Medium
13:00,Friday,Cloudy,272,73,High
20:00,Thursday,Rainy,163,42,Medium
08:00,Friday,Rainy,114,54,Low
09:00,Wednesday,Cloudy,91,36,Medium
13:00,Sunday,Cloudy,140,70,Medium
16:00,Sunday,Cloudy,43,54,Low
13:00,Sunday,Sunny,107,74,Low
22:00,Thursday,Cloudy,206,53,Medium
16:00,Friday,Sunny,51,30,Medium
15:00,Sunday,Rainy,232,80,High
10:00,Monday,Cloudy,115,78,Low
11:00,Saturday,Rainy,93,19,High
15:00,Saturday,Sunny,79,67,Low
16:00,Tuesday,Sunny,148,62,Medium
13:00,Monday,Rainy,92,71,Low
16:00,Monday,Sunny,164,18,High
18:00,Tuesday,Sunny,243,41,High
09:00,Wednesday,Cloudy,223,78,High
12:00,Sunday,Rainy,42,79,Low
06:00,Wednesday,Cloudy,256,72,High
21:00,Tuesday,Sunny,95,37,Medium
06:00,Saturday,Cloudy,297,58,High
22:00,Wednesday,Rainy,164,80,Medium
19:00,Wednesday,Cloudy,195,59,Medium
15:00,Tuesday,Rainy,139,61,Medium
18:00,Friday,Rainy,69,16,High
20:00,Wednesday,Sunny,261,10,High
16:00,Thursday,Rainy,253,26,High
09:00,Friday,Sunny,41,23,Medium
14:00,Monday,Cloudy,234,14,High
20:00,Monday,Cloudy,206,38,Medium
21:00,Thursday,Rainy,24,59,Low
10:00,Monday,Cloudy,121,44,Medium
15:00,Monday,Sunny,200,58,Medium
20:00,Sunday,Rainy,171,67,Medium
08:00,Friday,Sunny,213,20,Medium
20:00,Wednesday,Cloudy,219,49,Medium
22:00,Thursday,Cloudy,260,60,High
15:00,Saturday,Sunny,63,70,Low
13:00,Monday,Cloudy,125,54,Medium
15:00,Sunday,Rainy,35,30,Medium
06:00,Monday,Rainy,212,14,High
07:00,Friday,Sunny,225,52,High
16:00,Saturday,Cloudy,188,73,Medium
17:00,Sunday,Sunny,212,12,High
09:00,Thursday,Sunny,294,69,High
19:00,Saturday,Cloudy,248,61,High
12:00,Sunday,Rainy,119,62,Low
12:00,Monday,Rainy,44,74,Low
20:00,Sunday,Cloudy,251,74,High
08:00,Sunday,Sunny,156,68,Medium
12:00,Monday,Rainy,76,73,Low
16:00,Wednesday,Cloudy,168,75,Medium
21:00,Sunday,Sunny,197,48,Medium
13:00,Wednesday,Rainy,126,16,High
15:00,Monday,Cloudy,45,64,Low
12:00,Tuesday,Cloudy,248,56,High
14:00,Tuesday,Sunny,237,38,High
13:00,Friday,Rainy,45,13,High
10:00,Thursday,Sunny,256,65,High
07:00,Friday,Cloudy,225,67,High
14:00,Tuesday,Cloudy,207,56,Medium
06:00,Sunday,Cloudy,49,10,High
09:00,Tuesday,Rainy,224,57,High
17:00,Monday,Rainy,280,56,High
17:00,Wednesday,Sunny,255,11,High
22:00,Saturday,Rainy,215,53,Medium
06:00,Wednesday,Rainy,159,34,Medium
17:00,Wednesday,Rainy,90,21,Medium
06:00,Tuesday,Rainy,66,16,High
09:00,Monday,Sunny,123,29,Medium
11:00,Wednesday,Cloudy,132,33,Medium
06:00,Sunday,Cloudy,162,65,Medium
11:00,Tuesday,Rainy,36,46,Low
21:00,Monday,Rainy,109,14,High
21:00,Friday,Sunny,206,47,Medium
18:00,Saturday,Sunny,44,40,Low
17:00,Saturday,Rainy,259,43,High
09:00,Friday,Rainy,179,66,Medium
14:00,Wednesday,Sunny,73,68,Low
12:00,Friday,Sunny,190,28,Medium
10:00,Sunday,Cloudy,119,55,Low
13:00,Tuesday,Rainy,182,49,Medium
13:00,Tuesday,Sunny,246,13,High
22:00,Friday,Cloudy,118,59,Low
12:00,Saturday,Sunny,246,12,High
09:00,Wednesday,Sunny,132,24,Medium
12:00,Monday,Cloudy,230,70,High
10:00,Tuesday,Rainy,159,12,High
22:00,Monday,Rainy,112,28,Medium
12:00,Tuesday,Cloudy,181,54,Medium
16:00,Tuesday,Rainy,170,72,Medium
06:00,Monday,Cloudy,280,36,High
09:00,Sunday,Sunny,89,65,Low
10:00,Sunday,Cloudy,228,38,High
06:00,Saturday,Sunny,243,19,High
11:00,Sunday,Sunny,146,23,Medium
22:00,Monday,Sunny,234,62,High
14:00,Sunday,Cloudy,210,22,Medium
13:00,Wednesday,Sunny,181,36,Medium
09:00,Tuesday,Rainy,132,22,Medium
08:00,Friday,Rainy,116,59,Low
15:00,Tuesday,Cloudy,218,69,Medium
09:00,Tuesday,Cloudy,44,34,Medium
15:00,Saturday,Cloudy,266,26,High
08:00,Sunday,Rainy,168,78,Medium
10:00,Monday,Cloudy,217,22,Medium
13:00,Saturday,Rainy,29,48,Low
15:00,Monday,Sunny,68,60,Low
15:00,Tuesday,Sunny,29,65,Low
16:00,Monday,Sunny,114,11,High
20:00,Thursday,Rainy,119,33,Medium
10:00,Monday,Cloudy,290,59,High
11:00,Sunday,Sunny,185,67,Medium
21:00,Tuesday,Cloudy,40,13,High
17:00,Wednesday,Cloudy,101,72,Low
09:00,Thursday,Sunny,191,47,Medium
16:00,Monday,Rainy,194,27,Medium
07:00,Wednesday,Sunny,235,76,High
06:00,Wednesday,Sunny,163,12,High
12:00,Monday,Sunny,136,12,High
09:00,Saturday,Cloudy,59,32,Medium
11:00,Thursday,Cloudy,279,62,High
17:00,Wednesday,Sunny,222,17,High
12:00,Tuesday,Sunny,270,63,High
11:00,Sunday,Cloudy,103,52,Low
18:00,Wednesday,Rainy,65,45,Low
13:00,Wednesday,Sunny,166,80,Medium
19:00,Tuesday,Rainy,49,17,High
16:00,Sunday,Cloudy,108,24,Medium
06:00,Sunday,Rainy,21,76,Low
17:00,Tuesday,Cloudy,177,73,Medium
06:00,Saturday,Rainy,153,69,Medium
10:00,Tuesday,Rainy,182,24,Medium
20:00,Saturday,Cloudy,279,75,High
16:00,Sunday,Sunny,159,38,Medium
20:00,Thursday,Cloudy,258,42,High
22:00,Thursday,Rainy,238,74,High
13:00,Monday,Cloudy,191,48,Medium
17:00,Sunday,Sunny,94,10,High
20:00,Wednesday,Rainy,51,40,Low
07:00,Friday,Rainy,246,48,High
20:00,Tuesday,Cloudy,202,34,Medium
12:00,Monday,Rainy,21,77,Low
11:00,Thursday,Rainy,43,62,Low
16:00,Wednesday,Sunny,83,62,Low
18:00,Wednesday,Cloudy,74,76,Low
13:00,Sunday,Rainy,164,55,Medium
07:00,Sunday,Sunny,238,34,High
22:00,Sunday,Rainy,54,15,High
11:00,Wednesday,Cloudy,298,77,High
17:00,Monday,Cloudy,256,44,High
06:00,Tuesday,Cloudy,78,51,Low
12:00,Saturday,Cloudy,128,42,Medium
18:00,Thursday,Sunny,161,23,Medium
22:00,Tuesday,Sunny,108,43,Low
17:00,Wednesday,Cloudy,77,22,Medium
21:00,Monday,Sunny,48,51,Low
09:00,Saturday,Rainy,123,13,High
12:00,Friday,Sunny,230,73,High
12:00,Monday,Sunny,226,73,High
20:00,Monday,Cloudy,64,49,Low
07:00,Tuesday,Rainy,273,68,High
10:00,Thursday,Sunny,204,25,Medium
22:00,Wednesday,Rainy,237,42,High
07:00,Tuesday,Sunny,180,52,Medium
17:00,Friday,Sunny,85,34,Medium
14:00,Saturday,Rainy,108,39,Medium
21:00,Sunday,Sunny,153,55,Medium
07:00,Thursday,Cloudy,93,78,Low
06:00,Saturday,Sunny,173,56,Medium
21:00,Sunday,Sunny,47,65,Low
17:00,Saturday,Rainy,221,34,High
14:00,Thursday,Sunny,287,69,High
11:00,Thursday,Cloudy,282,38,High
18:00,Wednesday,Sunny,31,72,Low
09:00,Saturday,Rainy,93,51,Low
13:00,Monday,Rainy,155,48,Medium
22:00,Saturday,Sunny,24,48,Low
22:00,Sunday,Cloudy,38,10,High
10:00,Wednesday,Rainy,160,35,Medium
09:00,Friday,Sunny,107,53,Low
19:00,Wednesday,Sunny,272,80,High
13:00,Tuesday,Cloudy,34,61,Low
09:00,Sunday,Sunny,196,79,Medium
12:00,Monday,Cloudy,208,29,Medium
07:00,Wednesday,Rainy,55,73,Low
09:00,Sunday,Sunny,204,77,Medium
11:00,Sunday,Sunny,235,80,High
07:00,Monday,Cloudy,36,55,Low
09:00,Monday,Rainy,253,10,High
07:00,Wednesday,Rainy,189,35,Medium
14:00,Friday,Sunny,117,35,Medium
14:00,Saturday,Cloudy,166,26,Medium
09:00,Friday,Rainy,73,53,Low
12:00,Friday,Sunny,48,72,Low
08:00,Saturday,Sunny,197,77,Medium
17:00,Wednesday,Sunny,279,37,High
17:00,Monday,Cloudy,253,32,High
19:00,Tuesday,Rainy,105,43,Low
12:00,Tuesday,Sunny,29,28,Medium
16:00,Saturday,Cloudy,239,80,High
21:00,Friday,Sunny,23,42,Low
22:00,Friday,Cloudy,278,52,High
10:00,Saturday,Sunny,288,17,High
10:00,Saturday,Rainy,211,48,Medium
12:00,Sunday,Cloudy,262,80,High
21:00,Monday,Cloudy,24,12,High
10:00,Monday,Sunny,256,29,High
21:00,Wednesday,Sunny,189,46,Medium
18:00,Sunday,Sunny,42,71,Low
17:00,Thursday,Cloudy,126,11,High
13:00,Tuesday,Cloudy,92,15,High
14:00,Friday,Sunny,186,38,Medium
12:00,Monday,Cloudy,140,61,Medium
17:00,Thursday,Cloudy,288,12,High
21:00,Wednesday,Sunny,277,36,High
14:00,Thursday,Cloudy,115,56,Low
19:00,Friday,Sunny,68,43,Low
14:00,Sunday,Rainy,46,38,Medium
18:00,Saturday,Cloudy,225,75,High
14:00,Friday,Sunny,146,54,Medium
07:00,Wednesday,Cloudy,161,19,High
08:00,Tuesday,Cloudy,162,20,Medium
16:00,Friday,Cloudy,251,69,High
07:00,Wednesday,Rainy,216,72,Medium
10:00,Tuesday,Cloudy,162,21,Medium
11:00,Saturday,Rainy,99,65,Low
17:00,Wednesday,Sunny,52,24,Medium
08:00,Friday,Sunny,201,47,Medium
18:00,Sunday,Cloudy,35,15,High
19:00,Thursday,Sunny,72,53,Low
07:00,Thursday,Sunny,101,16,High
14:00,Sunday,Sunny,230,29,High
09:00,Saturday,Cloudy,152,68,Medium
11:00,Tuesday,Rainy,71,33,Medium
17:00,Wednesday,Cloudy,191,45,Medium
14:00,Friday,Cloudy,260,70,High
15:00,Saturday,Sunny,172,29,Medium
10:00,Monday,Sunny,113,74,Low
10:00,Wednesday,Rainy,42,52,Low
09:00,Wednesday,Cloudy,77,69,Low
09:00,Thursday,Cloudy,142,27,Medium
18:00,Sunday,Cloudy,43,62,Low
06:00,Wednesday,Rainy,43,46,Low
22:00,Thursday,Sunny,192,16,High
12:00,Sunday,Cloudy,123,48,Medium
20:00,Saturday,Cloudy,137,40,Medium
11:00,Wednesday,Rainy,49,11,High
19:00,Tuesday,Cloudy,134,15,High
10:00,Thursday,Cloudy,271,18,High
20:00,Friday,Rainy,250,25,High
21:00,Monday,Sunny,190,68,Medium
14:00,Wednesday,Cloudy,46,63,Low
21:00,Sunday,Sunny,237,51,High
14:00,Saturday,Sunny,298,45,High
20:00,Thursday,Sunny,184,17,High
19:00,Sunday,Sunny,241,72,High
18:00,Wednesday,Cloudy,61,51,Low
18:00,Sunday,Rainy,260,66,High
22:00,Sunday,Rainy,25,47,Low
20:00,Sunday,Cloudy,94,66,Low
08:00,Monday,Rainy,202,46,Medium
11:00,Wednesday,Cloudy,55,40,Low
18:00,Wednesday,Rainy,94,67,Low
20:00,Wednesday,Rainy,215,80,Medium
14:00,Monday,Rainy,270,44,High
11:00,Thursday,Cloudy,240,39,High
14:00,Sunday,Sunny,23,42,Low
18:00,Friday,Sunny,83,49,Low
15:00,Saturday,Rainy,288,43,High
13:00,Wednesday,Rainy,146,35,Medium
12:00,Thursday,Cloudy,228,31,High
16:00,Tuesday,Rainy,169,68,Medium
13:00,Monday,Rainy,271,76,High
20:00,Tuesday,Cloudy,47,79,Low
07:00,Sunday,Rainy,134,68,Medium
17:00,Thursday,Sunny,99,78,Low
22:00,Monday,Cloudy,286,53,High
15:00,Monday,Cloudy,74,11,High
19:00,Wednesday,Cloudy,20,67,Low
19:00,Friday,Rainy,276,55,High
14:00,Wednesday,Rainy,105,27,Medium
12:00,Monday,Sunny,107,11,High
13:00,Sunday,Sunny,279,57,High
22:00,Thursday,Rainy,168,80,Medium
08:00,Sunday,Sunny,106,31,Medium
14:00,Thursday,Rainy,24,11,High
20:00,Sunday,Cloudy,68,56,Low
20:00,Tuesday,Sunny,43,33,Medium
22:00,Saturday,Rainy,74,20,Medium
06:00,Saturday,Cloudy,293,69,High
17:00,Wednesday,Sunny,278,76,High
09:00,Saturday,Cloudy,244,73,High
08:00,Monday,Cloudy,36,62,Low
07:00,Tuesday,Cloudy,262,12,High
19:00,Thursday,Cloudy,163,45,Medium
08:00,Friday,Sunny,180,47,Medium
06:00,Sunday,Sunny,179,50,Medium
12:00,Monday,Rainy,202,38,Medium
19:00,Monday,Sunny,220,66,Medium
15:00,Saturday,Rainy,231,70,High
08:00,Thursday,Cloudy,186,53,Medium
08:00,Wednesday,Rainy,230,20,High
07:00,Friday,Rainy,100,71,Low
14:00,Wednesday,Cloudy,221,37,High
19:00,Friday,Sunny,56,77,Low
